id,link,title,parser_content,reporter_content,sensitive_flag
"-1643600824034001137","http://www.buzzfeed.com/scott/livestream-ghost-hunt","Livestream: Ghost Hunt","<div id=""buzz_sub_buzz"" class=""c suplist_none suplist_list_hide"">
      

<div class=""buzz_superlist_item buzz_superlist_item_embed"" id=""superlist_1606609_345872"">

 


	

 <div class=""sub_buzz_content"">
  
   
   
   
  
 </div>
 


 










</div>
      

      
     </div>
    
        
        

    
    ",,"1"
"-2207144779993062385","http://www.buzzfeed.com/peggy/landa-2","Landa 2","<div id=""buzz_sub_buzz"" class=""c suplist_none suplist_list_hide"">
		
      








<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212672"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212672""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212672""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212672""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212672""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212672""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212672""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web05/2012/4/6/10/anigif_enhanced-buzz-30957-1333722774-2_preview.gif"" width=""625"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i.imgur.com/iw4Yn.gif"">i.imgur.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212678"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212678""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212678""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212678""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212678""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212678""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212678""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web03/2012/4/6/10/anigif_enhanced-buzz-3647-1333722816-1_preview.gif"" width=""480"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i.imgur.com/iw4Yn.gif"">i.imgur.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212684"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212684""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212684""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212684""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212684""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212684""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212684""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/4/6/10/anigif_enhanced-buzz-30937-1333722833-3_preview.gif"" width=""550"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i.imgur.com/f71Ba.gif"">i.imgur.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212689"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212689""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212689""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212689""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212689""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212689""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212689""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/4/6/10/anigif_enhanced-buzz-30930-1333722847-4_preview.gif"" width=""500"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i.imgur.com/6qiIf.gif"">i.imgur.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212690"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212690""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212690""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212690""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212690""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212690""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212690""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/4/6/10/anigif_enhanced-buzz-30971-1333722913-3_preview.gif"" width=""500"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://25.media.tumblr.com/tumblr_m1v4lnB9b51rt1sw0o1_500.gif"">tumblr.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212694"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212694""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212694""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212694""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212694""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212694""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212694""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/4/6/10/anigif_enhanced-buzz-30973-1333722925-5_preview.gif"" width=""550"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://s3-ak.buzzfed.com/static/enhanced/web03/2012/2/8/13/anigif_enhanced-buzz-14482-1328727139-20.gif"">s3-ak.buzzfed.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212696"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212696""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212696""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212696""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212696""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212696""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212696""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web05/2012/4/6/10/anigif_enhanced-buzz-30955-1333722940-3_preview.gif"" width=""500"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://24.media.tumblr.com/tumblr_m1v23fbxRs1rt1sw0o1_500.gif"">tumblr.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212700"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212700""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212700""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212700""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212700""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212700""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212700""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web04/2012/4/6/10/anigif_enhanced-buzz-21715-1333722967-1_preview.gif"" width=""500"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i.imgur.com/hnD1o.gif"">i.imgur.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212703"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212703""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212703""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212703""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212703""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212703""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212703""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web03/2012/4/6/10/anigif_enhanced-buzz-3639-1333722979-4_preview.gif"" width=""500"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://27.media.tumblr.com/tumblr_m218pn1mMO1rt1sw0o1_500.gif"">tumblr.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212705"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212705""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212705""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212705""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212705""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212705""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212705""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web03/2012/4/6/10/anigif_enhanced-buzz-3637-1333722994-2_preview.gif"" width=""400"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://30.media.tumblr.com/tumblr_m1z2pmA2uA1qbvjf9o1_400.gif"">tumblr.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212707"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212707""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212707""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212707""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212707""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212707""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212707""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web03/2012/4/6/10/anigif_enhanced-buzz-3643-1333723004-1_preview.gif"" width=""333"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://30.media.tumblr.com/tumblr_m1yoneSt0b1rt1sw0o1_400.gif"">tumblr.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212710"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212710""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212710""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212710""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212710""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212710""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212710""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/4/6/10/anigif_enhanced-buzz-30973-1333723013-8_preview.gif"" width=""500"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://24.media.tumblr.com/tumblr_m1y4gvFZE01rt1sw0o1_500.gif"">tumblr.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212714"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212714""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212714""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212714""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212714""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212714""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212714""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/4/6/10/anigif_enhanced-buzz-30971-1333723027-6_preview.gif"" width=""300"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i41.tinypic.com/34qnxag.gif"">i41.tinypic.com</a></div>
		
	

	
		
	


	

	



















</div>










<div class=""buzz_superlist_item buzz_superlist_item_image  buzz_superlist_item_wide image_hit "" id=""superlist_1502728_212761"">



	

	

	
	

	
		<div class=""sub_buzz_content"">
		
	<div class=""share-box"">
		
		<a href="""" class=""share-icon bf_dom sub-buzz-facebook-share"" id=""facebook1502728_212761""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-pinterest-share"" id=""pinterest1502728_212761""></a>
		
		<a href="""" class=""share-icon bf_dom sub-buzz-twitter-share"" id=""twitter1502728_212761""></a>
		
				<a href="""" class=""share-icon bf_dom sub-buzz-email-share"" id=""emailShare1502728_212761""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-link-share"" id=""link1502728_212761""></a>
				<a href="""" class=""share-icon bf_dom sub-buzz-response-share hidden response-button"" id=""response1502728_212761""></a>
		
			</div>
		
		
			<div class=""rubbable-container"">
			
				<img src=""http://s3-ec.buzzfed.com/static/enhanced/web05/2012/4/6/10/anigif_enhanced-buzz-30913-1333723636-14_preview.gif"" width=""625"" class=""bf_dom"" alt=""Landa 2""><a class=""animatedgifs button-rubbable bf_dom""></a>
	

			
			</div>
		
		
			
		
			
		</div>
	
	
					<div class=""sub_buzz_source_via buzz_attribution""><a target=""_blank"" href=""http://i.imgur.com/RoDEN.gif"">i.imgur.com</a></div>
		
	

	
		
	


	

	



















</div>

	

	
		</div>

        
        

    
    ","s3-ak.buzzfed.com","1"
"-4064191322373175785","http://www.buzzfeed.com/donnad/worlds-first-extreme-cyclist","World's First Extreme Cyclist?","<div id=""buzz_sub_buzz"" class=""c suplist_none suplist_list_hide"" score=""-12.5"">
      
<div class=""buzz_superlist_item buzz_superlist_item_image"" id=""superlist_1634491_383985"" score=""11.25"">

 





	

	<div class=""sub_buzz_content"">
	
		
			 
		
			
				
					<img src=""http://s3-ec.buzzfed.com/static/enhanced/web05/2012/6/22/11/enhanced-buzz-865-1340380715-8.jpg"" width=""600"" alt="""">
	</div>

 <p>Will Robertson of the Washington Bicycle Club riding an American Star Bicycle down the steps of the United States Capitol in 1885.</p>





 





</div>
      

      
     </div>
    
        
        

    
    ","Will Robertson of the Washington Bicycle Club riding an American Star Bicycle down the steps of the United States Capitol in 1885.","0"
"-4097939786111937282","http://www.buzzfeed.com/jpmoore/dave-grohl-backs-down-from-his-awesome-grammy-spee","Dave Grohl Backs Down From His Awesome Grammy Speech","<div><blockquote>
  <p>Oh, what a night we had last Sunday at the 54th Annual Grammy Awards. The glitz! The Glamour! SEACREST! Where do I begin?? Chillin' with Lil' Wayne...meeting Cyndi Lauper's adorable mother...the complimentary blinking Coldplay bracelet.....much too much to recap. It's really is still a bit of a blur. But, if there's one thing that I remember VERY clearly, it was accepting the Grammy for Best Rock Performance...and then saying this:</p><p class=""rdb_br"">""To me this award means a lot because it shows that the human element of music is what's important. Singing into a microphone and learning to play an instrument and learning to do your craft, that's the most important thing for people to do... It's not about being perfect, it's not about sounding absolutely correct, it's not about what goes on in a computer. It's about what goes on in here [your heart] and what goes on in here [your head].""</p><p class=""rdb_br"">Not the Gettysburg Address, but hey......I'm a drummer, remember?</p><p class=""rdb_br"">Well, me and my big mouth. Never has a 33 second acceptance rant evoked such caps-lock postboard rage as my lil' ode to analog recording has. OK....maybe Kanye has me on this one, but....Imma let you finish....just wanted to clarify something...</p><p class=""rdb_br"">I love music. I love ALL kinds of music. From Kyuss to Kraftwerk, Pinetop Perkins to Prodigy, Dead Kennedys to Deadmau5.....I love music. Electronic or acoustic, it doesn't matter to me. The simple act of creating music is a beautiful gift that ALL human beings are blessed with. And the diversity of one musician's personality to the next is what makes music so exciting and.....human. </p><p class=""rdb_br"">That's exactly what I was referring to. The ""human element"". That thing that happens when a song speeds up slightly, or a vocal goes a little sharp. That thing that makes people sound like PEOPLE. Somewhere along the line those things became ""bad"" things, and with the great advances in digital recording technology over the years they became easily ""fixed"". The end result? I my humble opinion.....a lot of music that sounds perfect, but lacks personality. The one thing that makes music so exciting in the first place.</p><p class=""rdb_br"">And, unfortunately, some of these great advances have taken the focus off of the actual craft of performance. Look, I am not Yngwie Malmsteen. I am not John Bonham. Hell...I'm not even Josh Groban, for that matter. But I try really fucking hard so that I don't have to rely on anything but my hands and my heart to play a song. I do the best that I possibly can within my limitations, and accept that it sounds like me. Because that's what I think is most important. It should be real, right? Everybody wants something real.</p><p class=""rdb_br"">I don't know how to do what Skrillex does (though I fucking love it) but I do know that the reason he is so loved is because he sounds like Skrillex, and that's badass. We have a different process and a different set of tools, but the ""craft"" is equally as important, I'm sure. I mean.....if it were that easy, anyone could do it, right? (See what I did there?)</p><p class=""rdb_br"">So, don't give me two Crown Royals and then ask me to make a speech at your wedding, because I might just bust into the advantages of recording to 2 inch tape. </p><p class=""rdb_br"">Now, I think I have to go scream at some kids to get off my lawn. </p><p class=""rdb_br"">Stay frosty. </p><p class=""rdb_br"">Davemau5</p>
 </blockquote></div>","Oh, what a night we had last Sunday at the 54th Annual Grammy Awards. The glitz! The Glamour! SEACREST! Where do I begin?? Chillin' with Lil' Wayne...meeting Cyndi Lauper's adorable mother...the complimentary blinking Coldplay bracelet.....much too much to recap. It's really is still a bit of a blur. But, if there's one thing that I remember VERY clearly, it was accepting the Grammy for Best Rock Performance...and then saying this:""To me this award means a lot because it shows that the human element of music is what's important. Singing into a microphone and learning to play an instrument and learning to do your craft, that's the most important thing for people to do... It's not about being perfect, it's not about sounding absolutely correct, it's not about what goes on in a computer. It's about what goes on in here [your heart] and what goes on in here [your head].""Not the Gettysburg Address, but hey......I'm a drummer, remember?Well, me and my big mouth. Never has a 33 second acceptance rant evoked such caps-lock postboard rage as my lil' ode to analog recording has. OK....maybe Kanye has me on this one, but....Imma let you finish....just wanted to clarify something...I love music. I love ALL kinds of music. From Kyuss to Kraftwerk, Pinetop Perkins to Prodigy, Dead Kennedys to Deadmau5.....I love music. Electronic or acoustic, it doesn't matter to me. The simple act of creating music is a beautiful gift that ALL human beings are blessed with. And the diversity of one musician's personality to the next is what makes music so exciting and.....human. That's exactly what I was referring to. The ""human element"". That thing that happens when a song speeds up slightly, or a vocal goes a little sharp. That thing that makes people sound like PEOPLE. Somewhere along the line those things became ""bad"" things, and with the great advances in digital recording technology over the years they became easily ""fixed"". The end result? I my humble opinion.....a lot of music that sounds perfect, but lacks personality. The one thing that makes music so exciting in the first place.And, unfortunately, some of these great advances have taken the focus off of the actual craft of performance. Look, I am not Yngwie Malmsteen. I am not John Bonham. Hell...I'm not even Josh Groban, for that matter. But I try really fucking hard so that I don't have to rely on anything but my hands and my heart to play a song. I do the best that I possibly can within my limitations, and accept that it sounds like me. Because that's what I think is most important. It should be real, right? Everybody wants something real.I don't know how to do what Skrillex does (though I fucking love it) but I do know that the reason he is so loved is because he sounds like Skrillex, and that's badass. We have a different process and a different set of tools, but the ""craft"" is equally as important, I'm sure. I mean.....if it were that easy, anyone could do it, right? (See what I did there?)So, don't give me two Crown Royals and then ask me to make a speech at your wedding, because I might just bust into the advantages of recording to 2 inch tape. Now, I think I have to go scream at some kids to get off my lawn. Stay frosty. Davemau5","1"
