site1,site2,site3
http://www.buzzfeed.com/tonymerevick/johnny-weir-calls-lgbt-protesters-picketing-speaking-event-i#-5993120039172903739,http://www.buzzfeed.com/caraf5/31-diy-costume-ideas-to-rock-for-santacon-eygo#-6032880712961940276,http://www.buzzfeed.com/lesterfeder/could-a-win-for-lgbt-adoption-rights-kill-marriage-equality#-5893510881185119169
http://www.buzzfeed.com/alisonvingiano/tv-anchor-begs-you-to-stop-taking-pictures-of-your-snow-cove#-6052717822743552871,http://www.buzzfeed.com/mccarricksean/most-inspiring-skeletor-quotes#-6052009723527024896,http://www.buzzfeed.com/leonoraepstein/jarring-color-images-of-black-and-white-tv-shows#-6051457497788345642
http://www.buzzfeed.com/gregs11/child-actors-then-now-4x67#-6061110028302972129,http://www.buzzfeed.com/hnigatu/why-lupita-nyongo-should-be-your-new-fashion-icon#-6070752847114263205,http://www.buzzfeed.com/mylestanzer/you-have-to-watch-this-guy-sing-a-whitney-houston-classic-at#-6058547580264971639
http://www.buzzfeed.com/hunterschwarz/top-hollywood-executives-turn-out-for-jerry-brown-fundraiser#-6149679876096474755,http://www.buzzfeed.com/kmallikarjuna/pieces-of-not-so-great-life-advice-from-your-favorite-cartoo#-6114871067960451130,http://www.buzzfeed.com/alisonvingiano/breathtaking-images-of-the-grand-canyon#-6143705527103977265
http://www.buzzfeed.com/mackenziekruvant/pharrells-new-24-hour-music-video#-6171817386784729013,http://www.buzzfeed.com/leonoraepstein/fascinating-close-ups-of-diaries-and-journals-in-movies#-6169671126654033787,http://www.buzzfeed.com/ellievhall/19-things-we-learned-from-benedict-cumberbatchs-twitter-qa#-6161528833790243876
http://www.buzzfeed.com/regajha/questions-people-from-india-are-sick-of-answering#-6221964050412832989,http://www.buzzfeed.com/adamellis/emojis-that-should-exist-but-dont#-619138510158742697,http://www.buzzfeed.com/andrewkaczynski/front-pages-from-1963#-6204340296480913407
http://www.buzzfeed.com/jacobfischler/republican-party-tweet-about-rosa-parks-goes-horribly-wrong#-6229307712221248678,http://www.buzzfeed.com/louispeitzman/its-time-for-comedies-to-drop-the-mockumentary-schtick#-6232283397668578627,http://www.buzzfeed.com/christinebyrne/leftovers-are-the-best-part-of-thanksgiving#-6263974820174527226
http://www.buzzfeed.com/mackenziekruvant/nathan-and-haley-forever#-6270948819223158454,http://www.buzzfeed.com/jacobfischler/the-fbi-ended-its-ad-campaign-to-find-americas-longest-held#-6319346756934671180,http://www.buzzfeed.com/louispeitzman/8-ways-the-originals-has-modeled-itself-after-angel#-6312580437541665057
http://www.buzzfeed.com/conzpreti/things-colombians-know-to-be-true#-6331565905466666018,http://www.buzzfeed.com/ryanhatesthis/theres-an-instagram-account-that-collects-the-worst-photos-o#-6331505173140370202,http://www.buzzfeed.com/mjs538/cher-has-made-what-could-possibly-be-the-gayest-music-video#-6331537600650715051
http://www.buzzfeed.com/sapna/33-million-americans-are-planning-to-shop-on-thanksgiving-da#-6363270109031484095,http://www.buzzfeed.com/cuties/animals-we-just-want-to-squeeze#-6379297520982868297,http://www.buzzfeed.com/allyson/this-space-jam-christmas-playlist-will-make-your-cepf#-6418428240297164821
