site1,site2,site3
http://www.buzzfeed.com/abi/tower-force-pyw#-2395897997924268800,http://www.buzzfeed.com/skarlan/inspiring-words-from-the-influential-women-who-came-out-in-2#-2421391434124847224,http://www.buzzfeed.com/mackenziekruvant/hashtags-to-leave-in-2013#-2418924644726707625
http://www.buzzfeed.com/tanyachen/reasons-why-potatoes-are-the-most-perfect-food#-2631239921171906124,http://www.buzzfeed.com/kmallikarjuna/perfect-people-you-wanted-to-date-in-2013#-2638423926453671103,http://www.buzzfeed.com/bennyjohnson/sugar-daddy-dating-website-targets-women-who-cant-afford-oba#-2515526790060474348
http://www.buzzfeed.com/erinchack/ever-wonder-what-happens-to-a-bears-butt-during-hibernation#-2672687464769145209,http://www.buzzfeed.com/javim2/typical-day-for-a-teenage-boy-in-the-late-90s-bw9q#-2650168615879163535,http://www.buzzfeed.com/tanyachen/the-best-taylor-swift-audience-dancing-of-all-time#-2654574102907642980
http://www.buzzfeed.com/mjs538/for-everyone-who-has-had-a-come-to-jesus-moment-with-one-dir#-2752067290263807918,http://www.buzzfeed.com/katenocera/democrats-form-obamacare-strike-teams-to-sell-troubled-law#-2727837710549880142,http://www.buzzfeed.com/rachelzarrell/woman-to-hand-out-letters-calling-children-obese-halloween#-2757737891534681705
http://www.buzzfeed.com/lyapalater/17-times-in-2013-when-anne-hathaway-made-us-lose-our-faith-i#-2923152345915877524,http://www.buzzfeed.com/awesomer/greatest-dad-jokes-from-rick-grimes#-2903539658688602419,http://www.buzzfeed.com/papergirl/15-gifts-for-the-science-lovers-on-your-list-aatq#-2875326842935986136
http://www.buzzfeed.com/mccarricksean/the-x-best-fantasy-books-of-the-year-fjmu#-3010914888842851704,http://www.buzzfeed.com/regajha/a-group-of-muslim-hipsters-made-a-video-thats-really-really#-3003014910900959523,http://www.buzzfeed.com/mjs538/things-ryan-gosling-did-in-2013-that-are-4234234234-billion#-3016126483060046125
http://www.buzzfeed.com/ryanjoeben/13-packing-peanuts-that-look-like-famous-celebriti-h9rx#-3084365191481474203,http://www.buzzfeed.com/mattlynley/google-wallet-is-surprisingly-still-alive-and-kicking#-3058089711079004926,http://www.buzzfeed.com/mjs538/why-we-all-need-to-start-using-the-word-quiche#-3040541663457496517
http://www.buzzfeed.com/mjkiebus/the-shocking-truth-behind-kobe-bryants-and-lionel-messis-reh#-3117296621036200540,http://www.buzzfeed.com/andrewkaczynski/senate-hearing-will-explore-amazon-drones#-3094921393922987699,http://www.buzzfeed.com/mlew15/29-truly-terrible-tattoos-h0se#-3111450482395674313
http://www.buzzfeed.com/samimain/20-most-important-animal-vines-of-2013#-3174965849058657500,http://www.buzzfeed.com/ellievhall/prince-william-sings-livin-on-a-prayer-with-jon-bon-jovi-and#-3159300388873103397,http://www.buzzfeed.com/emilyhennen/15-dogs-who-dont-give-a-crap-about-your-carpet#-3180552598305054169
http://www.buzzfeed.com/adamdavis/examples-proving-we-need-to-be-more-careful-with-grammar#-3237206854881625420,http://www.buzzfeed.com/rosiegray/nrcc-removes-happy-holidays-is-what-liberals-say-shirt-from#-3239543663218172827,http://www.buzzfeed.com/newu1671/31-times-daria-was-your-idol-cz0z#-3211592754151095695
http://www.buzzfeed.com/antwaunsargent/signs-you-are-a-new-teacher#-325104613332715028,http://www.buzzfeed.com/summeranne/every-year-of-your-20s-ranked-from-worst-to-best#-3245063567207646258,http://www.buzzfeed.com/mjs538/why-the-jouberts-are-the-most-badass-couple-with-the-best-jo#-3247353078694293518
http://www.buzzfeed.com/ariellecalderon/surreal-places-to-visit-before-you-die#-3258030031353604895,http://www.buzzfeed.com/adriancarrasquillo/this-arcade-fire-video-of-a-family-struggling-to-cope-with-t#-3259241224707334725,http://www.buzzfeed.com/vnessln/things-parks-and-rec-taught-me-845e#-3255215833371672095
http://www.buzzfeed.com/markrandazzo/restoring-faith-in-humanity-gu3r#-3308422357516157492,http://www.buzzfeed.com/matthewzeitlin/jpmorgan-shows-exactly-how-to-not-use-twitter#-3333381108835343747,http://www.buzzfeed.com/donnad/uncomfortably-sexual-disney-moments#-3323402959020151066
http://www.buzzfeed.com/caraf5/28-ways-you-know-you-went-to-a-performing-arts-hig-eygo#-3380133631316930288,http://www.buzzfeed.com/kristinchirico/for-everyone-who-is-sexually-attracted-to-chubby-chris-pratt#-334951993205838315,http://www.buzzfeed.com/javim2/20-life-lessons-from-modern-familys-gloria-pritch-bw9q#-3401985935573870395
http://www.buzzfeed.com/kristinchirico/things-you-didnt-know-about-scrooge-mcduck#-3485454186366427121,http://www.buzzfeed.com/arianelange/19-vintage-dogs-who-just-didnt-want-to-be-photographed#-3413847720856033120,http://www.buzzfeed.com/regajha/defining-traits-of-your-favorite-teacher#-3489909432707803253
http://www.buzzfeed.com/chelseamarshall/animals-who-understand-exactly-how-you-feel-post-thanksgi#-3612726115628836712,http://www.buzzfeed.com/summeranne/real-life-fox-and-the-hound-best-friends-will-melt-your-hear#-3596739394205423689,http://www.buzzfeed.com/sapna/13-ways-black-friday-2013-was-a-different-beast-from-years-p#-3679600040094198631
http://www.buzzfeed.com/sapna/thanksgiving-is-the-new-black-friday#-3849184827444320537,http://www.buzzfeed.com/mariahsummers/your-credit-card-is-more-valuable-than-you-think-if-you-have#-3832755821018270301,http://www.buzzfeed.com/scott/3-slices-game-battle#-3859333101813043213
http://www.buzzfeed.com/ericafutterman/your-essential-sound-of-music-drinking-game#-394371503181415017,http://www.buzzfeed.com/joelanderson/jameis-winstons-teammates-told-police-sex-was-consensual#-3901109744394168811,http://www.buzzfeed.com/christinebyrne/holiday-treats-to-make-with-your-kids#-3931479463801907972
http://www.buzzfeed.com/mjs538/things-i-learned-from-spending-3-days-with-the-biggest-lions#-4056573010109736158,http://www.buzzfeed.com/alannaokun/the-epic-loneliness-of-link#-4104507474950453190,http://www.buzzfeed.com/mjkiebus/the-xx-most-perfect-moments-captured-by-kiss-and-dance-cams#-4095595220877264824
